episode,wall_time_s,cpu_time_s,ram_mb,cpu_pct
1,0.009573936462402344,0.009575999999981377,200.0625,100.1
2,0.018944740295410156,0.01894699999999716,200.0625,99.9
3,0.027725696563720703,0.027728999999993675,200.078125,100.1
4,0.037056684494018555,0.03705899999999929,200.09375,99.9
5,0.04699587821960449,0.046998000000002094,200.09375,100.0
6,0.05557084083557129,0.05557299999998122,200.09375,100.1
7,0.06584382057189941,0.06584699999999089,200.09375,100.1
8,0.19188475608825684,0.19187399999998433,200.09375,100.0
9,0.20061373710632324,0.20060300000000097,200.09375,100.0
10,0.2086946964263916,0.20868399999997678,200.09375,99.9
11,0.3399989604949951,0.3399869999999794,200.09375,100.0
12,0.3482487201690674,0.34823699999998325,200.09375,100.0
13,0.5125367641448975,0.5124769999999899,200.09375,100.0
14,0.5214767456054688,0.5214169999999854,200.09375,99.9
15,0.5355498790740967,0.5354899999999816,200.09375,100.0
16,0.6889276504516602,0.6890989999999988,200.09375,100.2
17,0.7000038623809814,0.7001750000000015,200.09375,100.0
18,0.7083978652954102,0.7085699999999804,200.09375,99.9
19,0.7164475917816162,0.7166199999999776,200.09375,100.0
20,0.7258658409118652,0.7260369999999909,200.09375,100.1
21,0.7342767715454102,0.7344479999999862,200.109375,100.0
22,0.7424256801605225,0.7425959999999918,200.109375,100.0
23,0.871945858001709,0.8721170000000029,200.109375,100.0
24,0.8784105777740479,0.8785819999999944,200.109375,100.0
25,0.8869047164916992,0.8870759999999791,200.109375,100.0
26,0.894155740737915,0.8943280000000016,200.109375,100.0
27,0.9025588035583496,0.9027299999999912,200.109375,100.0
28,0.9101986885070801,0.9103690000000029,200.109375,100.0
29,0.9182248115539551,0.9183949999999754,200.109375,100.0
30,0.9245848655700684,0.9247549999999762,200.125,100.2
31,1.0492587089538574,1.049697999999978,202.140625,100.2
32,1.056626796722412,1.0570649999999944,202.140625,100.1
33,1.0628585815429688,1.0632969999999773,202.140625,99.9
34,1.069993019104004,1.070430999999985,202.140625,100.1
35,1.0813817977905273,1.0818199999999933,202.140625,99.9
36,1.21885085105896,1.2192900000000009,202.140625,100.0
37,1.3680768013000488,1.368491999999975,202.140625,100.0
38,1.3746137619018555,1.3750279999999862,202.140625,100.0
39,1.3825018405914307,1.382916999999992,202.140625,100.0
40,1.5036098957061768,1.5040209999999945,202.140625,100.0
41,1.622938871383667,1.6233489999999904,202.140625,100.0
42,1.7598087787628174,1.760218999999978,202.140625,100.0
43,1.770904779434204,1.771314999999987,202.140625,99.9
44,1.778979778289795,1.779389999999978,202.140625,100.1
45,1.7852098941802979,1.785620999999992,202.140625,99.8
46,1.9468376636505127,1.947480999999982,202.15625,100.1
47,1.9569449424743652,1.9575869999999895,202.15625,100.0
48,2.1054279804229736,2.106070999999986,202.15625,100.0
49,2.1120588779449463,2.1126999999999896,202.15625,100.0
50,2.2801249027252197,2.2807619999999815,202.15625,100.0
51,2.420090913772583,2.4207269999999994,202.15625,100.0
52,2.5887339115142822,2.589328999999992,202.15625,100.0
53,2.597369909286499,2.597964999999988,202.15625,100.0
54,2.6053478717803955,2.605941999999999,202.15625,100.0
55,2.7555418014526367,2.756120999999979,202.15625,100.0
56,2.764082908630371,2.764661999999987,202.15625,99.9
57,2.7699928283691406,2.770571999999987,202.15625,100.2
58,2.7779898643493652,2.778570000000002,202.15625,100.0
59,2.9322597980499268,2.9328390000000013,202.15625,100.0
60,3.07951283454895,3.0800689999999804,202.15625,100.0
61,3.294956684112549,3.2936079999999777,202.4375,99.1
62,3.429853916168213,3.4285050000000012,202.4375,100.0
63,3.5507378578186035,3.5493809999999826,202.4375,100.0
64,3.5593416690826416,3.557985000000002,202.4375,100.0
65,3.564774751663208,3.5634179999999844,202.4375,99.9
66,3.5736498832702637,3.572293000000002,202.4375,100.0
67,3.7175979614257812,3.7162409999999966,202.4375,100.0
68,3.884145975112915,3.88279,202.4375,100.0
69,4.034152984619141,4.032789999999977,202.4375,100.0
70,4.044505834579468,4.043142999999986,202.4375,99.9
71,4.052863836288452,4.051499999999976,202.4375,100.1
72,4.1715147495269775,4.170152000000002,202.4375,100.0
73,4.179783821105957,4.1784199999999885,202.4375,100.0
74,4.186624050140381,4.1852599999999995,202.4375,100.0
75,4.193703889846802,4.1923400000000015,202.4375,100.1
76,4.316097736358643,4.3149629999999775,202.4375,100.2
77,4.326636791229248,4.325499999999977,202.4375,100.0
78,4.457695722579956,4.456558999999999,202.4375,100.0
79,4.468828916549683,4.4676919999999996,202.4375,99.9
80,4.4804606437683105,4.479323999999991,202.4375,100.0
81,4.613825798034668,4.612682999999976,202.4375,100.0
82,4.618574857711792,4.617429999999985,202.4375,100.2
83,4.7878358364105225,4.786653000000001,202.4375,100.0
84,4.914344787597656,4.913153999999992,202.4375,100.0
85,5.0846216678619385,5.083457999999979,202.4375,100.0
86,5.206432819366455,5.205259999999981,202.4375,100.0
87,5.3277997970581055,5.326629999999994,202.4375,100.0
88,5.492513656616211,5.491340999999977,202.4375,100.0
89,5.49847674369812,5.4973039999999855,202.4375,99.9
90,5.507141828536987,5.505967999999996,202.4375,100.1
91,5.518409013748169,5.517506999999995,202.4375,102.4
92,5.655568838119507,5.654646999999983,202.4375,100.0
93,5.6638758182525635,5.662953999999985,202.4375,100.0
94,5.671677827835083,5.670755999999983,202.4375,99.9
95,5.834284782409668,5.833361999999994,202.4375,100.0
96,5.983665943145752,5.982742999999999,202.4375,100.0
97,6.11458158493042,6.113596000000001,202.4375,100.0
98,6.120210886001587,6.119224000000003,202.4375,100.2
99,6.12920880317688,6.128222999999991,202.4375,99.8
100,6.13912558555603,6.138138999999995,202.4375,100.1
101,6.146869659423828,6.145882999999998,202.4375,99.8
102,6.297287940979004,6.2962929999999915,202.4375,100.0
103,6.302901029586792,6.3019060000000025,202.4375,100.1
104,6.310671806335449,6.309677999999991,202.4375,100.0
105,6.46104884147644,6.460038999999995,202.4375,100.0
106,6.471555709838867,6.470840999999979,202.4375,102.8
107,6.477888822555542,6.47716699999998,202.453125,99.9
108,6.613455772399902,6.612733999999989,202.453125,100.0
109,6.620177745819092,6.619454999999988,202.453125,100.0
110,6.626853942871094,6.626130999999987,202.453125,100.0
111,6.781329870223999,6.780606999999975,202.453125,100.0
112,6.787978649139404,6.787255999999985,202.453125,99.9
113,6.796912908554077,6.796189999999996,202.453125,100.0
114,6.930431842803955,6.92971,202.453125,100.0
115,6.9397687911987305,6.939037999999982,202.453125,100.1
116,6.9488537311553955,6.948122999999981,202.453125,99.9
117,6.957174777984619,6.956446999999997,202.453125,99.8
118,6.965223789215088,6.964491999999979,202.46875,100.1
119,7.085457801818848,7.084726999999987,202.46875,100.0
120,7.091969728469849,7.091237999999976,202.46875,100.1
121,7.104795932769775,7.104294999999979,202.515625,101.7
122,7.113018751144409,7.112517999999994,202.515625,100.0
123,7.121654748916626,7.1211529999999925,202.515625,100.0
124,7.243898868560791,7.243397999999985,202.515625,100.0
125,7.252972841262817,7.252471999999983,202.515625,99.9
126,7.264801740646362,7.2642999999999915,202.53125,100.0
127,7.273432731628418,7.272931999999997,202.53125,100.1
128,7.278111696243286,7.277610999999979,202.53125,99.8
129,7.418064832687378,7.417556999999988,202.53125,100.0
130,7.4266908168792725,7.42618299999998,202.53125,100.0
131,7.432840824127197,7.432333,202.53125,100.0
132,7.585240840911865,7.584733999999997,202.53125,100.0
133,7.592324733734131,7.591817999999989,202.53125,99.8
134,7.7179646492004395,7.717456999999996,202.53125,100.0
135,7.7235918045043945,7.7230849999999975,202.53125,100.1
136,7.734594821929932,7.734262000000001,202.53125,101.5
137,7.87074875831604,7.870406000000003,202.53125,100.0
138,7.878161907196045,7.877818999999988,202.53125,100.0
139,7.886018753051758,7.8856759999999895,202.53125,100.0
140,8.053240776062012,8.052897999999999,202.53125,100.0
141,8.189884901046753,8.18952299999998,202.546875,100.0
142,8.32627272605896,8.32590399999998,202.546875,100.0
143,8.33962082862854,8.33738599999998,202.546875,86.1
144,8.461758852005005,8.45952299999999,202.546875,100.0
145,8.469708681106567,8.467472999999984,202.546875,100.0
146,8.476302862167358,8.474065999999993,202.546875,100.2
147,8.626645803451538,8.624408999999986,202.546875,100.0
148,8.748477935791016,8.746234999999984,202.546875,100.0
149,8.865466833114624,8.863222999999977,202.546875,100.0
150,8.985243797302246,8.982999999999976,202.546875,100.0
151,9.138061761856079,9.136055999999996,202.546875,100.2
152,9.14806079864502,9.14605499999999,202.546875,100.0
153,9.152472734451294,9.150466999999992,202.546875,100.1
154,9.157425880432129,9.155419999999992,202.546875,100.1
155,9.16523289680481,9.163226999999978,202.546875,99.9
156,9.309261798858643,9.307255999999995,202.546875,100.0
157,9.320681810379028,9.318675999999982,202.546875,100.0
158,9.325902700424194,9.323896999999988,202.546875,99.8
159,9.331896781921387,9.329890999999975,202.546875,99.9
160,9.33625602722168,9.334249999999997,202.546875,100.2
161,9.34457278251648,9.342565999999977,202.546875,99.9
162,9.353818893432617,9.351811999999995,202.546875,100.0
163,9.518967866897583,9.51696099999998,202.546875,100.0
164,9.5241060256958,9.522098999999997,202.5625,99.7
165,9.678707838058472,9.67669699999999,202.5625,100.0
166,9.694170713424683,9.692403999999982,202.5625,101.6
167,9.704161643981934,9.702394999999996,202.5625,99.9
168,9.713053941726685,9.711286000000001,202.5625,100.1
169,9.722709655761719,9.720939999999985,202.5625,99.9
170,9.730088949203491,9.728318999999999,202.5625,100.2
171,9.871160745620728,9.869384999999994,202.5625,100.0
172,10.020983695983887,10.019183999999996,202.5625,100.0
173,10.191696882247925,10.18991299999999,202.5625,100.0
174,10.196961641311646,10.195177999999999,202.5625,99.9
175,10.20285701751709,10.201071999999982,202.5625,100.0
176,10.210253715515137,10.208471000000003,202.5625,100.0
177,10.35958194732666,10.35779599999998,202.5625,100.0
178,10.37096381187439,10.369177999999977,202.5625,100.1
179,10.510198831558228,10.508406999999977,202.5625,100.0
180,10.629892826080322,10.628100999999987,202.5625,100.0
181,10.78150987625122,10.779955000000001,202.5625,100.2
182,10.911249876022339,10.909686999999991,202.5625,100.0
183,10.916658878326416,10.91509499999998,202.5625,99.8
184,11.081759691238403,11.080196,202.5625,100.0
185,11.088138580322266,11.086574999999982,202.5625,100.1
186,11.236296892166138,11.234735,202.5625,100.0
187,11.244217872619629,11.242654999999985,202.5625,100.1
