episode,timestep,reward,length
1,1000,-1.373888676458673,1000
2,2000,-0.7680957620834152,1000
3,3000,0.24566772415071464,1000
4,4000,0.8050750264137267,1000
5,5000,-0.13932914568814486,1000
6,6000,-1.1251975694706031,1000
7,7000,0.4074154502511538,1000
8,8000,0.08068887315351596,1000
9,9000,-0.9460700416898588,1000
10,10000,-0.7252390442343154,1000
11,11000,-1.0262838573281567,1000
12,12000,0.5347777053598664,1000
13,13000,-0.5596600459689874,1000
14,14000,-0.7330768255932576,1000
15,15000,-0.2758656636613085,1000
16,16000,-1.0835462853686595,1000
17,17000,-0.2898516499806187,1000
18,18000,0.6580923443304072,1000
19,19000,-0.5948741244875929,1000
20,20000,-0.5231438444723225,1000
21,21000,0.13314567533855598,1000
22,22000,0.2715015275129039,1000
23,23000,-1.1085633116267108,1000
24,24000,-0.3869110363170018,1000
25,25000,-0.27832887529079614,1000
26,26000,0.5504616482643181,1000
27,27000,-0.5535496228194352,1000
28,28000,-0.1124821474689286,1000
29,29000,-0.339222872362001,1000
30,30000,-0.1823427282877172,1000
31,31000,0.14143226563526345,1000
32,32000,-0.5420776086983401,1000
33,33000,-1.0405112312063243,1000
34,34000,0.16322621307655022,1000
35,35000,-0.1468013223914838,1000
36,36000,-1.151814306432587,1000
37,37000,-0.3408461842406586,1000
38,38000,-0.391592015331733,1000
39,39000,-0.8377511955905933,1000
40,40000,-0.36856674744781187,1000
41,41000,-1.216785132165442,1000
42,42000,0.360023813931071,1000
43,43000,0.3368947038210301,1000
44,44000,-1.822638711583806,1000
45,45000,0.2404667424041368,1000
46,46000,-0.3713795347367211,1000
47,47000,-0.3335332317388075,1000
48,48000,-0.7884766141915829,1000
49,49000,1.002322180749959,1000
50,50000,-2.1382736108988953,1000
51,51000,-0.07335165276458583,1000
52,52000,0.6697629632795254,1000
53,53000,-0.05539568291754829,1000
54,54000,-1.4333069786499015,1000
55,55000,0.42090706731958116,1000
56,56000,-0.4120939496841103,1000
57,57000,-0.09565451351967957,1000
58,58000,0.010385837758547789,1000
59,59000,-0.7420186123753769,1000
60,60000,-0.9652988926677715,1000
61,61000,-0.16958637545565575,1000
62,62000,0.2154700250596251,1000
63,63000,0.8987802370799028,1000
64,64000,-0.2782779606373338,1000
65,65000,-1.1921852804011712,1000
66,66000,-1.2368809405724703,1000
67,67000,-0.6115376144484288,1000
68,68000,0.014743261128517565,1000
69,69000,-1.4803537245154477,1000
70,70000,-0.23460354989912685,1000
71,71000,-1.2347405824997535,1000
72,72000,-1.163715774922347,1000
73,73000,-1.0759933411478815,1000
74,74000,0.3204777573628556,1000
75,75000,0.6010645835749786,1000
76,76000,-0.5213429670645003,1000
77,77000,-0.5253993502927281,1000
78,78000,-0.04538515641151014,1000
79,79000,0.01735672323990689,1000
80,80000,-0.6210523262420127,1000
81,81000,-1.1463296386342783,1000
82,82000,-0.47140030485021,1000
83,83000,-0.49840089962252826,1000
84,84000,1.3169749830047195,1000
85,85000,0.10181594358507376,1000
86,86000,-0.2743943379096191,1000
